2012-06-01 09:30:00,0.0
2012-06-01 09:31:00,1.0
2012-06-01 09:32:00,2.0
2012-06-01 09:33:00,3.0
2012-06-01 09:34:00,4.0
2012-06-01 09:35:00,5.0
2012-06-01 09:36:00,6.0
2012-06-01 09:37:00,7.0
2012-06-01 09:38:00,8.0
2012-06-01 09:39:00,9.0
2012-06-01 09:40:00,10.0
2012-06-01 09:41:00,11.0
2012-06-01 09:42:00,12.0
2012-06-01 09:43:00,13.0
2012-06-01 09:44:00,14.0
2012-06-01 09:45:00,15.0
2012-06-01 09:46:00,16.0
2012-06-01 09:47:00,17.0
2012-06-01 09:48:00,18.0
2012-06-01 09:49:00,19.0
2012-06-01 09:50:00,20.0
2012-06-01 09:51:00,21.0
2012-06-01 09:52:00,22.0
2012-06-01 09:53:00,23.0
2012-06-01 09:54:00,24.0
2012-06-01 09:55:00,25.0
2012-06-01 09:56:00,26.0
2012-06-01 09:57:00,27.0
2012-06-01 09:58:00,28.0
2012-06-01 09:59:00,29.0
2012-06-01 10:00:00,30.0
2012-06-01 10:01:00,31.0
2012-06-01 10:02:00,32.0
2012-06-01 10:03:00,33.0
2012-06-01 10:04:00,34.0
2012-06-01 10:05:00,35.0
2012-06-01 10:06:00,36.0
2012-06-01 10:07:00,37.0
2012-06-01 10:08:00,38.0
2012-06-01 10:09:00,39.0
2012-06-01 10:10:00,40.0
2012-06-01 10:11:00,41.0
2012-06-01 10:12:00,42.0
2012-06-01 10:13:00,43.0
2012-06-01 10:14:00,44.0
2012-06-01 10:15:00,45.0
2012-06-01 10:16:00,46.0
2012-06-01 10:17:00,47.0
2012-06-01 10:18:00,48.0
2012-06-01 10:19:00,49.0
2012-06-01 10:20:00,50.0
2012-06-01 10:21:00,51.0
2012-06-01 10:22:00,52.0
2012-06-01 10:23:00,53.0
2012-06-01 10:24:00,54.0
2012-06-01 10:25:00,55.0
2012-06-01 10:26:00,56.0
2012-06-01 10:27:00,57.0
2012-06-01 10:28:00,58.0
2012-06-01 10:29:00,59.0
2012-06-01 10:30:00,60.0
2012-06-01 10:31:00,61.0
2012-06-01 10:32:00,62.0
2012-06-01 10:33:00,63.0
2012-06-01 10:34:00,64.0
2012-06-01 10:35:00,65.0
2012-06-01 10:36:00,66.0
2012-06-01 10:37:00,67.0
2012-06-01 10:38:00,68.0
2012-06-01 10:39:00,69.0
2012-06-01 10:40:00,70.0
2012-06-01 10:41:00,71.0
2012-06-01 10:42:00,72.0
2012-06-01 10:43:00,73.0
2012-06-01 10:44:00,74.0
2012-06-01 10:45:00,75.0
2012-06-01 10:46:00,76.0
2012-06-01 10:47:00,77.0
2012-06-01 10:48:00,78.0
2012-06-01 10:49:00,79.0
2012-06-01 10:50:00,80.0
2012-06-01 10:51:00,81.0
2012-06-01 10:52:00,82.0
2012-06-01 10:53:00,83.0
2012-06-01 10:54:00,84.0
2012-06-01 10:55:00,85.0
2012-06-01 10:56:00,86.0
2012-06-01 10:57:00,87.0
2012-06-01 10:58:00,88.0
2012-06-01 10:59:00,89.0
2012-06-01 11:00:00,90.0
2012-06-01 11:01:00,91.0
2012-06-01 11:02:00,92.0
2012-06-01 11:03:00,93.0
2012-06-01 11:04:00,94.0
2012-06-01 11:05:00,95.0
2012-06-01 11:06:00,96.0
2012-06-01 11:07:00,97.0
2012-06-01 11:08:00,98.0
2012-06-01 11:09:00,99.0
2012-06-01 11:10:00,100.0
2012-06-01 11:11:00,101.0
2012-06-01 11:12:00,102.0
2012-06-01 11:13:00,103.0
2012-06-01 11:14:00,104.0
2012-06-01 11:15:00,105.0
2012-06-01 11:16:00,106.0
